지역코드,법정동,년,월,일,아파트,건축년도,층,전용면적,거래금액
11110, 내수동,2016,6,1~10,경희궁의아침3단지,2004,16,149,"   112,500"
11110, 내수동,2016,6,1~10,경희궁 파크팰리스,2003,10,148.09,"   110,000"
11110, 내수동,2016,6,11~20,경희궁의아침4단지,2004,12,124.17,"   112,000"
11110, 내수동,2016,6,21~30,경희궁의아침2단지,2004,4,124.17,"   105,500"
11110, 견지동,2016,6,21~30,대성스카이렉스,2008,14,137.55,"    88,500"
11110, 익선동,2016,6,1~10,현대뜨레비앙,2003,2,46.64,"    26,400"
11110, 사직동,2016,7,21~31,광화문풍림스페이스본(106동),2008,5,163.33,"   115,200"
11110, 당주동,2016,7,1~10,세종,1983,6,105.64,"    65,000"
11110, 당주동,2016,7,1~10,롯데미도파광화문빌딩,1981,8,93.36,"    45,000"
11110, 내수동,2016,7,11~20,경희궁의아침3단지,2004,10,149,"   118,000"
11110, 내수동,2016,7,21~31,경희궁의아침2단지,2004,9,124.17,"   108,000"
11110, 내수동,2016,7,21~31,경희궁의아침4단지,2004,11,124.17,"   114,800"
11110, 익선동,2016,7,21~31,현대뜨레비앙,2003,5,48.54,"    28,000"
11110, 인의동,2016,7,11~20,효성쥬얼리시티,2006,17,98.39,"    65,000"
11110, 인의동,2016,7,11~20,효성쥬얼리시티,2006,12,106.81,"    68,000"
11110, 인의동,2016,7,11~20,효성쥬얼리시티,2006,15,84.98,"    54,500"
11110, 사직동,2016,8,11~20,광화문풍림스페이스본(101동~105동),2008,5,160.85,"   106,500"
11110, 사직동,2016,8,11~20,광화문풍림스페이스본(101동~105동),2008,13,146.92,"   103,500"
11110, 사직동,2016,8,21~31,광화문풍림스페이스본(101동~105동),2008,5,160.85,"   106,500"
11110, 당주동,2016,8,11~20,롯데미도파광화문빌딩,1981,7,65.82,"    34,000"
11110, 내수동,2016,8,1~10,경희궁의아침3단지,2004,16,150.48,"   120,000"
11110, 내수동,2016,8,21~31,경희궁의아침2단지,2004,2,174.55,"   139,000"
11110, 내수동,2016,8,21~31,경희궁의아침3단지,2004,7,150.48,"   130,000"
11110, 견지동,2016,8,11~20,대성스카이렉스,2008,8,149.8,"    85,750"
11110, 익선동,2016,8,21~31,운현신화타워,1998,10,84.91,"    48,000"
11110, 인의동,2016,8,11~20,효성쥬얼리시티,2006,15,106.81,"    60,000"
11110, 사직동,2016,9,1~10,광화문풍림스페이스본(101동~105동),2008,12,131.44,"   108,500"
11110, 사직동,2016,9,1~10,광화문풍림스페이스본(101동~105동),2008,9,108.07,"    90,000"
11110, 사직동,2016,9,21~30,광화문풍림스페이스본(101동~105동),2008,12,160.85,"   115,000"
11110, 사직동,2016,9,21~30,광화문풍림스페이스본(101동~105동),2008,1,159.01,"   108,000"
11110, 사직동,2016,9,21~30,광화문풍림스페이스본(101동~105동),2008,8,158.99,"   102,500"
11110, 사직동,2016,9,21~30,광화문풍림스페이스본(101동~105동),2008,5,94.51,"    88,000"
11110, 당주동,2016,9,21~30,세종,1983,2,91.68,"    43,500"
11110, 내수동,2016,9,1~10,경희궁의아침3단지,2004,12,150.48,"   121,000"
11110, 내수동,2016,9,11~20,경희궁의아침2단지,2004,4,174.55,"   138,000"
11110, 내수동,2016,9,21~30,경희궁 파크팰리스,2003,15,103.77,"    93,500"
11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,7,94.51,"    84,000"
11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,8,160.85,"   110,000"
11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,4,146.92,"   109,000"
11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,8,159.01,"   116,000"
11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,8,160.85,"   136,500"
11110, 사직동,2016,10,11~20,광화문풍림스페이스본(106동),2008,10,144.52,"   102,000"
11110, 사직동,2016,10,11~20,광화문풍림스페이스본(101동~105동),2008,1,131.44,"   102,000"
11110, 사직동,2016,10,21~31,광화문풍림스페이스본(101동~105동),2008,3,94.51,"    84,500"
11110, 내수동,2016,10,21~31,경희궁 파크팰리스,2003,6,146.33,"   127,000"
11110, 내수동,2016,10,21~31,경희궁의아침4단지,2004,16,145.96,"   130,000"
11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,12,151.81,"   115,000"
11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,12,94.51,"    88,000"
11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,4,95.88,"    79,000"
11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,10,94.51,"    92,000"
11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,7,136.4,"   103,500"
11110, 사직동,2016,11,11~20,광화문풍림스페이스본(101동~105동),2008,10,94.51,"    86,000"
11110, 사직동,2016,11,21~30,광화문풍림스페이스본(101동~105동),2008,11,126.34,"   107,000"
11110, 사직동,2016,11,21~30,광화문풍림스페이스본(101동~105동),2008,9,146.92,"   105,000"
11110, 사직동,2016,11,21~30,광화문풍림스페이스본(101동~105동),2008,13,159.01,"   129,500"
11110, 내수동,2016,11,1~10,경희궁 파크팰리스,2003,16,147.62,"   129,000"
11110, 청운동,2016,12,1~10,청운현대,2000,1,129.76,"    87,000"
11110, 사직동,2016,12,1~10,광화문풍림스페이스본(101동~105동),2008,4,146.92,"   114,500"
11110, 사직동,2016,12,11~20,광화문풍림스페이스본(101동~105동),2008,10,131.44,"   100,500"
11110, 내수동,2016,12,11~20,경희궁의아침3단지,2004,16,150.48,"   117,500"
11110, 내수동,2016,12,11~20,경희궁 파크팰리스,2003,15,117.26,"    98,000"
11110, 내수동,2016,12,11~20,경희궁 파크팰리스,2003,13,103.77,"    96,000"
11110, 내수동,2016,12,11~20,경희궁의아침4단지,2004,3,124.17,"   118,500"
11110, 내수동,2016,12,11~20,경희궁 파크팰리스,2003,11,103.77,"    92,000"
11110, 내수동,2016,12,21~31,경희궁의아침4단지,2004,5,150.77,"   125,000"
11110, 익선동,2016,12,1~10,현대뜨레비앙,2003,5,48.54,"    28,000"
11140, 회현동1가,2016,1,21~31,삼풍,1975,4,68.95,"    29,600"
11140, 회현동1가,2016,1,21~31,남산 롯데캐슬 아이리스,2011,13,113.46,"    87,500"
11140, 회현동1가,2016,1,21~31,남산 SK LEADERS VIEW,2010,25,115.04,"    96,000"
11140, 남산동2가,2016,1,21~31,남산퍼시픽,2003,3,62.64,"    43,000"
11140, 예장동,2016,1,1~10,삼익,1999,2,59.99,"    28,000"
11140, 신당동,2016,1,1~10,약수하이츠,1999,13,65.37,"    49,500"
11140, 신당동,2016,1,1~10,약수하이츠,1999,7,114.92,"    67,500"
11140, 신당동,2016,1,1~10,삼성홈타운,2004,5,104.98,"    51,000"
11140, 신당동,2016,1,1~10,약수하이츠,1999,9,84.88,"    54,000"
11140, 신당동,2016,1,1~10,약수하이츠,1999,13,65.37,"    45,000"
11140, 회현동1가,2016,2,21~29,남산 SK LEADERS VIEW,2010,14,176.26,"   145,000"
11140, 충무로4가,2016,2,11~20,진양상가,1970,12,71.93,"    29,000"
11140, 충무로4가,2016,2,21~29,진양상가,1970,10,71.93,"    30,700"
11140, 인현동2가,2016,2,21~29,신성상가,1968,10,80.33,"    28,800"
11140, 필동1가,2016,2,11~20,하니맨션,1972,14,41.98,"    11,000"
11140, 신당동,2016,2,1~10,노블레스2,2002,1,84.78,"    36,000"
11140, 신당동,2016,2,1~10,청구e편한세상,2011,7,59.88,"    63,000"
11140, 신당동,2016,2,1~10,현대,1993,3,121.14,"    48,800"
11140, 신당동,2016,2,1~10,현대,1993,7,121.14,"    51,000"
11140, 신당동,2016,2,1~10,남산타운,2002,18,114.88,"    60,000"
11140, 회현동1가,2016,3,1~10,남산 롯데캐슬 아이리스,2011,19,187.44,"   151,000"
11140, 회현동1가,2016,3,21~31,남산 롯데캐슬 아이리스,2011,26,176.42,"   160,000"
11140, 회현동2가,2016,3,1~10,쌍용남산플래티넘,2010,15,158.97,"   122,000"
11140, 회현동2가,2016,3,11~20,쌍용남산플래티넘,2010,18,139.8,"   108,500"
11140, 충무로4가,2016,3,1~10,진양상가,1970,11,107.9,"    40,000"
11140, 충무로4가,2016,3,11~20,남산센트럴 자이,2009,27,160.505,"   121,000"
11140, 충무로4가,2016,3,21~31,남산센트럴 자이,2009,23,135.533,"   100,000"
11140, 충무로4가,2016,3,21~31,진양상가,1970,9,71.93,"    31,800"
11140, 인현동2가,2016,3,1~10,신성상가,1968,7,50.58,"    19,000"
11140, 인현동2가,2016,3,1~10,신성상가,1968,7,50.58,"    19,000"
11140, 남대문로5가,2016,4,11~20,남산트라팰리스,2010,8,126.78,"    93,000"
11140, 회현동1가,2016,4,1~10,삼풍,1975,2,51.32,"    19,750"
11140, 회현동1가,2016,4,1~10,남산 SK LEADERS VIEW,2010,10,115.04,"    90,000"
11140, 회현동1가,2016,4,11~20,삼풍,1975,5,72.06,"    29,000"
11140, 회현동1가,2016,4,11~20,남산 롯데캐슬 아이리스,2011,5,187.08,"   134,000"
11140, 회현동1가,2016,4,21~30,남산 롯데캐슬 아이리스,2011,15,113.46,"    97,000"
11140, 회현동2가,2016,4,11~20,쌍용남산플래티넘,2010,25,166.24,"   141,000"
11140, 충무로4가,2016,4,1~10,진양상가,1970,16,107.9,"    41,600"
11140, 충무로4가,2016,4,1~10,남산센트럴 자이,2009,11,82.413,"    57,600"
11140, 인현동2가,2016,4,1~10,신성상가,1968,10,48.56,"    19,900"
11140, 남대문로5가,2016,5,21~31,남산트라팰리스,2010,30,142.23,"   129,000"
11140, 회현동1가,2016,5,1~10,남산 롯데캐슬 아이리스,2011,22,44.99,"    54,500"
11140, 회현동1가,2016,5,1~10,남산 롯데캐슬 아이리스,2011,12,113.46,"    96,500"
11140, 회현동1가,2016,5,1~10,삼풍,1975,7,98.25,"    38,500"
11140, 충무로4가,2016,5,11~20,진양상가,1970,14,107.9,"    43,000"
11140, 충무로4가,2016,5,21~31,진양상가,1970,10,71.93,"    32,000"
11140, 인현동2가,2016,5,21~31,신성상가,1968,9,40.83,"    16,700"
11140, 묵정동,2016,5,21~31,묵정,1981,2,52.46,"    27,820"
11140, 예장동,2016,5,11~20,삼익,1999,2,59.58,"    24,500"
11140, 신당동,2016,5,1~10,남산타운,2002,7,114.88,"    75,800"
11140, 회현동1가,2016,6,1~10,남산 SK LEADERS VIEW,2010,24,122.7,"   102,000"
11140, 회현동1가,2016,6,1~10,이지-빌,2006,3,45.01,"    28,000"
11140, 회현동1가,2016,6,11~20,남산 롯데캐슬 아이리스,2011,28,133.98,"   130,000"
11140, 회현동1가,2016,6,11~20,남산 롯데캐슬 아이리스,2011,16,44.99,"    56,500"
11140, 회현동1가,2016,6,21~30,남산 SK LEADERS VIEW,2010,4,115.04,"    88,200"
11140, 회현동1가,2016,6,21~30,남산 SK LEADERS VIEW,2010,23,137.53,"   115,000"
11140, 충무로4가,2016,6,1~10,진양상가,1970,12,78.28,"    35,000"
11140, 장충동1가,2016,6,21~30,상지리츠빌장충동카일룸,2008,2,244.75,"   402,000"
11140, 신당동,2016,6,1~10,약수하이츠,1999,11,65.37,"    51,950"
11140, 신당동,2016,6,1~10,약수하이츠,1999,11,114.92,"    66,800"
11140, 남대문로5가,2016,7,11~20,남산트라팰리스,2010,31,116.11,"   106,000"
11140, 남대문로5가,2016,7,21~31,남산트라팰리스,2010,28,126.78,"   108,000"
11140, 회현동1가,2016,7,1~10,남산 SK LEADERS VIEW,2010,16,176.26,"   149,000"
11140, 회현동1가,2016,7,1~10,남산 롯데캐슬 아이리스,2011,19,33.81,"    43,000"
11140, 회현동1가,2016,7,11~20,남산 SK LEADERS VIEW,2010,13,137.53,"   104,700"
11140, 회현동1가,2016,7,11~20,삼풍,1975,9,48.84,"    19,800"
11140, 회현동1가,2016,7,11~20,남산 롯데캐슬 아이리스,2011,22,113.46,"    99,500"
11140, 회현동1가,2016,7,11~20,남산 SK LEADERS VIEW,2010,10,205.62,"   158,000"
11140, 충무로4가,2016,7,1~10,진양상가,1970,13,95.8,"    42,300"
11140, 충무로4가,2016,7,21~31,남산센트럴 자이,2009,30,89.307,"    66,800"
11140, 남대문로5가,2016,8,1~10,남산트라팰리스,2010,29,126.78,"   108,000"
11140, 남대문로5가,2016,8,21~31,남산트라팰리스,2010,23,116.11,"   105,000"
11140, 남대문로5가,2016,8,21~31,남산트라팰리스,2010,26,126.78,"   110,000"
11140, 회현동1가,2016,8,11~20,남산 롯데캐슬 아이리스,2011,16,113.46,"    96,000"
11140, 회현동1가,2016,8,11~20,이지-빌,2006,3,46.22,"    26,000"
11140, 회현동1가,2016,8,21~31,남산 SK LEADERS VIEW,2010,29,244.74,"   245,000"
11140, 회현동1가,2016,8,21~31,남산 SK LEADERS VIEW,2010,16,115.04,"    97,500"
11140, 충무로4가,2016,8,1~10,남산센트럴 자이,2009,29,114.84,"    79,500"
11140, 충무로4가,2016,8,11~20,남산센트럴 자이,2009,15,80.473,"    59,000"
11140, 묵정동,2016,8,11~20,충무,1982,9,67.77,"    36,500"
11140, 회현동1가,2016,9,1~10,남산 롯데캐슬 아이리스,2011,18,33.81,"    41,000"
11140, 회현동1가,2016,9,11~20,남산 SK LEADERS VIEW,2010,9,137.57,"   104,000"
11140, 회현동1가,2016,9,21~30,남산 SK LEADERS VIEW,2010,7,145.79,"   107,000"
11140, 회현동2가,2016,9,1~10,쌍용남산플래티넘,2010,10,158.97,"   123,500"
11140, 회현동2가,2016,9,1~10,쌍용남산플래티넘,2010,20,166.24,"   149,000"
11140, 회현동2가,2016,9,21~30,쌍용남산플래티넘,2010,15,166.24,"   159,000"
11140, 회현동2가,2016,9,21~30,쌍용남산플래티넘,2010,23,166.24,"   146,000"
11140, 회현동2가,2016,9,21~30,쌍용남산플래티넘,2010,10,139.8,"   117,500"
11140, 충무로4가,2016,9,1~10,남산센트럴 자이,2009,18,114.84,"    80,000"
11140, 충무로4가,2016,9,21~30,남산센트럴 자이,2009,32,114.84,"    55,330"
11140, 회현동1가,2016,10,1~10,남산 롯데캐슬 아이리스,2011,12,103.49,"    94,000"
11140, 회현동1가,2016,10,11~20,남산 SK LEADERS VIEW,2010,15,137.53,"   103,000"
11140, 회현동1가,2016,10,11~20,남산 롯데캐슬 아이리스,2011,15,133.98,"   118,000"
11140, 회현동2가,2016,10,11~20,쌍용남산플래티넘,2010,8,158.97,"   123,000"
11140, 회현동2가,2016,10,11~20,쌍용남산플래티넘,2010,29,166.24,"   157,000"
11140, 회현동2가,2016,10,21~31,쌍용남산플래티넘,2010,26,166.24,"   150,000"
11140, 충무로4가,2016,10,1~10,남산센트럴 자이,2009,26,89.307,"    68,000"
11140, 충무로4가,2016,10,1~10,남산센트럴 자이,2009,17,114.84,"    81,000"
11140, 인현동2가,2016,10,21~31,신성상가,1968,10,48.56,"    17,700"
11140, 신당동,2016,10,1~10,남산타운,2002,3,59.94,"    47,500"
11140, 남대문로5가,2016,11,1~10,남산트라팰리스,2010,30,126.78,"   105,000"
11140, 남대문로5가,2016,11,11~20,남산트라팰리스,2010,13,142.23,"   115,000"
11140, 회현동1가,2016,11,1~10,남산 롯데캐슬 아이리스,2011,30,133.98,"   129,000"
11140, 충무로4가,2016,11,1~10,진양상가,1970,15,107.9,"    35,600"
11140, 충무로4가,2016,11,1~10,남산센트럴 자이,2009,22,135.533,"    94,000"
11140, 충무로4가,2016,11,1~10,남산센트럴 자이,2009,19,82.413,"    63,700"
11140, 충무로4가,2016,11,21~30,남산센트럴 자이,2009,13,89.307,"    65,700"
11140, 충무로4가,2016,11,21~30,진양상가,1970,8,71.93,"    34,000"
11140, 충무로5가,2016,11,11~20,충무로엘크루메크로시티2,2016,14,22.75,"    23,700"
11140, 산림동,2016,11,1~10,청계상가,1971,6,70.74,"    27,000"
11140, 남대문로5가,2016,12,1~10,남산트라팰리스,2010,26,142.23,"   133,000"
11140, 회현동1가,2016,12,21~31,남산 롯데캐슬 아이리스,2011,22,40.9,"    55,000"
11140, 충무로4가,2016,12,1~10,남산센트럴 자이,2009,6,135.533,"    81,500"
11140, 충무로4가,2016,12,21~31,진양상가,1970,16,95.8,"    49,500"
11140, 충무로5가,2016,12,1~10,충무로엘크루메크로시티2,2016,6,35.57,"    33,000"
11140, 인현동2가,2016,12,1~10,신성상가,1968,8,41.62,"    19,200"
11140, 묵정동,2016,12,1~10,충무,1982,6,67.77,"    36,750"
11140, 묵정동,2016,12,1~10,묵정,1981,9,52.46,"    27,900"
11140, 필동1가,2016,12,11~20,하니맨션,1972,13,32.96,"    11,000"
11140, 신당동,2016,12,1~10,래미안하이베르,2011,10,117,"    72,200"
11170, 후암동,2016,1,1~10,힐튼빌리지2차,2002,2,157.37,"    75,000"
11170, 후암동,2016,1,11~20,삼안리치10차,2005,4,87.51,"    49,000"
11170, 후암동,2016,1,11~20,신후암,1971,4,124.5,"    40,000"
11170, 후암동,2016,1,21~31,후암미주,1980,4,62.28,"    45,000"
11170, 후암동,2016,1,21~31,후암,2002,2,84.11,"    46,000"
11170, 동자동,2016,1,1~10,센트레빌아스테리움서울,2013,25,145.2,"   120,000"
11170, 동자동,2016,1,21~31,센트레빌아스테리움서울,2013,18,145.2,"   122,000"
11170, 원효로1가,2016,1,11~20,용산 더프라임,2014,4,58.582,"    54,500"
11170, 산천동,2016,1,1~10,리버힐삼성,2001,7,114.48,"    62,500"
11170, 산천동,2016,1,11~20,리버힐삼성,2001,19,114.48,"    67,000"
11170, 용산동2가,2016,2,21~29,한신,1981,2,81.7,"    47,000"
11170, 동자동,2016,2,1~10,센트레빌아스테리움서울,2013,31,181.5,"   135,428"
11170, 청파동3가,2016,2,11~20,베르체,2003,2,111.92,"    49,500"
11170, 원효로1가,2016,2,1~10,용산 더프라임,2014,4,46.06,"    48,000"
11170, 원효로1가,2016,2,11~20,용산 더프라임,2014,5,56.754,"    54,700"
11170, 원효로1가,2016,2,11~20,용산 더프라임,2014,6,55.989,"    55,000"
11170, 산천동,2016,2,1~10,리버힐삼성,2001,15,114.48,"    64,200"
11170, 산천동,2016,2,1~10,리버힐삼성,2001,15,114.48,"    60,000"
11170, 산천동,2016,2,21~29,리버힐삼성,2001,15,59.55,"    41,200"
11170, 청암동,2016,2,11~20,GS자이,2005,10,223.75,"   170,000"
11170, 후암동,2016,3,11~20,행남그랜드,2004,2,84.73,"    45,500"
11170, 후암동,2016,3,11~20,후암미주,1980,4,62.78,"    44,000"
11170, 후암동,2016,3,11~20,(41-1),2012,2,81.28,"    50,700"
11170, 후암동,2016,3,21~31,힐튼빌리지1차,2002,2,82.35,"    47,500"
11170, 후암동,2016,3,21~31,행남그랜드,2004,4,84.73,"    46,000"
11170, 용산동2가,2016,3,11~20,한신,1981,4,78.43,"    45,500"
11170, 원효로1가,2016,3,1~10,용산 더프라임,2014,5,55.989,"    54,000"
11170, 원효로1가,2016,3,21~31,로얄카운티-2,2006,2,133.35,"    60,000"
11170, 원효로1가,2016,3,21~31,리첸시아용산,2010,14,122.54,"    76,814"
11170, 신창동,2016,3,21~31,세방리버하이빌,2005,8,84.77,"    50,000"
11170, 후암동,2016,4,11~20,브라운스톤남산,2004,4,163.27,"    89,500"
11170, 후암동,2016,4,21~30,신후암,1971,2,49.03,"    15,000"
11170, 용산동2가,2016,4,11~20,한신,1981,2,81.7,"    44,700"
11170, 원효로1가,2016,4,1~10,리첸시아용산,2010,20,107.05,"    74,000"
11170, 원효로1가,2016,4,1~10,용산 더프라임,2014,4,55.989,"    55,000"
11170, 원효로1가,2016,4,11~20,용산 더프라임,2014,6,55.989,"    54,700"
11170, 원효로1가,2016,4,11~20,용산 더프라임,2014,6,57.32,"    55,700"
11170, 원효로1가,2016,4,21~30,용산 더프라임,2014,5,52.771,"    48,300"
11170, 신창동,2016,4,1~10,세방리버하이빌,2005,8,84.54,"    48,000"
11170, 신창동,2016,4,11~20,세방리버하이빌,2005,7,84.77,"    49,000"
11170, 후암동,2016,5,1~10,신주에지앙,2004,4,91.96,"    46,000"
11170, 후암동,2016,5,11~20,삼안리치10차,2005,5,88.71,"    51,300"
11170, 후암동,2016,5,11~20,미소가,2004,2,145.25,"    76,000"
11170, 후암동,2016,5,11~20,명남아띠팰리스,2006,2,76.27,"    53,000"
11170, 후암동,2016,5,21~31,후암미주,1980,6,62.78,"    41,000"
11170, 원효로1가,2016,5,1~10,용산 더프라임,2014,18,142.901,"    98,430"
11170, 원효로1가,2016,5,11~20,용산 더프라임,2014,18,142.901,"    98,430"
11170, 원효로1가,2016,5,11~20,용산 더프라임,2014,17,142.901,"    98,430"
11170, 원효로1가,2016,5,21~31,용산 더프라임,2014,16,142.901,"    98,430"
11170, 원효로1가,2016,5,21~31,용산 더프라임,2014,3,38.61,"    37,000"
11170, 후암동,2016,6,1~10,신주에지앙,2004,5,90.2,"    47,500"
11170, 후암동,2016,6,1~10,후암미주,1980,2,62.78,"    44,000"
11170, 후암동,2016,6,1~10,후암미주,1980,3,62.28,"    43,500"
11170, 후암동,2016,6,11~20,후암미주,1980,1,62.74,"    43,000"
11170, 용산동2가,2016,6,1~10,한신,1981,8,78.43,"    48,000"
11170, 용산동2가,2016,6,11~20,한신,1981,8,81.7,"    48,000"
11170, 갈월동,2016,6,11~20,두리파크빌,2004,2,83.92,"    53,000"
11170, 동자동,2016,6,1~10,센트레빌아스테리움서울,2013,26,149.05,"   107,500"
11170, 동자동,2016,6,1~10,센트레빌아스테리움서울,2013,23,149.05,"   126,000"
11170, 동자동,2016,6,11~20,센트레빌아스테리움서울,2013,4,131.05,"    90,000"
11170, 후암동,2016,7,11~20,신주에지앙,2004,1,177.69,"    60,000"
11170, 후암동,2016,7,21~31,신주에지앙,2004,3,111.4,"    52,000"
11170, 후암동,2016,7,21~31,(41-1),2012,3,81.28,"    50,500"
11170, 후암동,2016,7,21~31,후암미주,1980,1,63.31,"    44,000"
11170, 용산동2가,2016,7,11~20,한신,1981,7,78.43,"    46,800"
11170, 청파동1가,2016,7,11~20,아이딜,2004,3,84.91,"    40,000"
11170, 원효로1가,2016,7,1~10,용산 더프라임,2014,6,59.557,"    56,000"
11170, 원효로1가,2016,7,1~10,용산 더프라임,2014,5,59.557,"    58,000"
11170, 원효로1가,2016,7,11~20,용산 더프라임,2014,7,142.901,"    91,788"
11170, 원효로1가,2016,7,11~20,용산 더프라임,2014,18,142.901,"    94,666"
11170, 후암동,2016,8,1~10,뉴후암,1973,4,42.98,"    16,000"
11170, 후암동,2016,8,1~10,후암미주,1980,6,63.44,"    42,900"
11170, 후암동,2016,8,11~20,삼안리치10차,2005,2,84.14,"    55,000"
