지역코드,법정동,년,월,일,아파트,건축년도,층,전용면적,거래금액
11215, 구의동,2018,12,11~20,솔렌시아2,2015,9,32.87,"    27,750"
11230, 용두동,2018,1,1~10,래미안 허브리츠,2011,16,114.96,"    80,800"
11230, 용두동,2018,1,1~10,래미안 허브리츠,2011,4,84.97,"    68,500"
11230, 용두동,2018,1,1~10,래미안 허브리츠,2011,14,114.98,"    81,000"
11230, 용두동,2018,1,1~10,래미안 허브리츠,2011,11,84.97,"    72,000"
11230, 용두동,2018,1,1~10,래미안 허브리츠,2011,14,84.97,"    69,500"
11230, 용두동,2018,1,1~10,래미안 허브리츠,2011,3,114.96,"    78,000"
11230, 용두동,2018,1,1~10,롯데캐슬피렌체,2009,10,30.4,"    29,500"
11230, 용두동,2018,1,1~10,동대문푸르지오시티(도시형생활주택),2016,9,30.11,"    34,500"
11230, 용두동,2018,1,1~10,롯데캐슬피렌체,2009,2,84.99,"    58,300"
11230, 용두동,2018,1,1~10,용두 두산위브,2009,1,84.99,"    58,000"
11230, 신설동,2018,2,1~10,청계천대성스카이렉스1,2007,9,75.24,"    46,800"
11230, 신설동,2018,2,1~10,청계천대성스카이렉스1,2007,17,75.24,"    46,300"
11230, 용두동,2018,2,1~10,롯데캐슬피렌체,2009,13,26.08,"    24,950"
11230, 용두동,2018,2,1~10,동대문푸르지오시티(도시형생활주택),2016,2,30.11,"    33,600"
11230, 용두동,2018,2,1~10,청계천대성스카이렉스2,2007,18,84.99,"    52,000"
11230, 용두동,2018,2,1~10,롯데캐슬피렌체,2009,9,115.57,"    70,000"
11230, 용두동,2018,2,1~10,신동아,1994,15,49.68,"    36,000"
11230, 용두동,2018,2,1~10,롯데캐슬피렌체,2009,9,26.08,"    25,500"
11230, 용두동,2018,2,1~10,신동아,1994,1,71.01,"    42,000"
11230, 용두동,2018,2,1~10,두산베어스타워,1998,12,104.86,"    42,000"
11230, 용두동,2018,3,1~10,신동아,1994,9,58.59,"    40,250"
11230, 용두동,2018,3,1~10,동대문푸르지오시티(도시형생활주택),2016,24,30.11,"    33,200"
11230, 용두동,2018,3,1~10,용두 두산위브,2009,9,84.99,"    69,800"
11230, 용두동,2018,3,1~10,신동아,1994,15,49.68,"    34,500"
11230, 용두동,2018,3,1~10,신동아,1994,16,84.63,"    50,000"
11230, 용두동,2018,3,1~10,롯데캐슬피렌체,2009,14,84.99,"    63,000"
11230, 용두동,2018,3,1~10,래미안 허브리츠,2011,2,84.97,"    71,000"
11230, 용두동,2018,3,1~10,신동아,1994,10,84.63,"    50,000"
11230, 용두동,2018,3,1~10,롯데캐슬피렌체,2009,9,37.73,"    37,000"
11230, 용두동,2018,3,1~10,래미안 허브리츠,2011,11,114.98,"    87,000"
11230, 용두동,2018,4,1~10,두산베어스타워,1998,16,104.86,"    49,000"
11230, 용두동,2018,4,1~10,래미안 허브리츠,2011,4,59.98,"    69,000"
11230, 용두동,2018,4,1~10,용두 두산위브,2009,1,84.99,"    69,000"
11230, 용두동,2018,4,11~20,용두롯데캐슬리치,2015,11,59.98,"    64,700"
11230, 용두동,2018,4,11~20,래미안 허브리츠,2011,2,59.9,"    65,500"
11230, 용두동,2018,4,11~20,신동아,1994,7,49.68,"    36,600"
11230, 용두동,2018,4,21~30,신동아,1994,2,84.63,"    46,800"
11230, 용두동,2018,4,21~30,롯데캐슬피렌체,2009,11,30.4,"    31,500"
11230, 용두동,2018,4,21~30,래미안 허브리츠,2011,15,59.96,"    71,000"
11230, 용두동,2018,4,21~30,신동아,1994,5,84.63,"    52,800"
11230, 용두동,2018,5,1~10,리채,2010,6,101.57,"    48,500"
11230, 용두동,2018,5,1~10,청계천대성스카이렉스2,2007,2,84.99,"    53,000"
11230, 용두동,2018,5,1~10,청계천대성스카이렉스2,2007,9,84.99,"    55,000"
11230, 용두동,2018,5,11~20,롯데캐슬피렌체,2009,12,30.4,"    31,500"
11230, 용두동,2018,5,11~20,리채,2010,6,101.57,"    49,500"
11230, 용두동,2018,5,11~20,래미안 허브리츠,2011,6,114.98,"    93,000"
11230, 용두동,2018,5,11~20,래미안 허브리츠,2011,18,84.97,"    84,500"
11230, 용두동,2018,5,21~31,신동아,1994,12,49.68,"    37,500"
11230, 용두동,2018,5,21~31,용두아파트,1974,2,47.54,"    24,000"
11230, 제기동,2018,5,1~10,안암골벽산,2003,1,84.98,"    50,700"
11230, 신설동,2018,6,1~10,청계천대성스카이렉스1,2007,7,84.78,"    55,000"
11230, 용두동,2018,6,1~10,신동아,1994,4,49.68,"    36,800"
11230, 용두동,2018,6,1~10,롯데캐슬피렌체,2009,9,30.4,"    31,800"
11230, 용두동,2018,6,1~10,롯데캐슬피렌체,2009,11,30.4,"    31,200"
11230, 용두동,2018,6,11~20,한양아이클래스,2014,6,14.19,"    12,300"
11230, 용두동,2018,6,11~20,래미안 허브리츠,2011,4,84.97,"    79,000"
11230, 용두동,2018,6,11~20,청계천대성스카이렉스2,2007,11,84.99,"    52,500"
11230, 용두동,2018,6,11~20,동대문푸르지오시티(도시형생활주택),2016,10,30.11,"    35,000"
11230, 용두동,2018,6,11~20,청계천대성스카이렉스2,2007,6,84.99,"    53,500"
11230, 용두동,2018,6,21~30,래미안 허브리츠,2011,2,84.97,"    72,000"
11230, 용두동,2018,7,1~10,신동아,1994,11,49.68,"    38,300"
11230, 용두동,2018,7,1~10,신동아,1994,11,58.59,"    43,800"
11230, 용두동,2018,7,1~10,동대문푸르지오시티(도시형생활주택),2016,6,30.11,"    34,800"
11230, 용두동,2018,7,1~10,리채,2010,7,101.57,"    50,000"
11230, 용두동,2018,7,11~20,한양아이클래스,2014,3,14.19,"    11,000"
11230, 용두동,2018,7,11~20,롯데캐슬피렌체,2009,6,26.08,"    25,500"
11230, 용두동,2018,7,11~20,롯데캐슬피렌체,2009,10,30.4,"    32,000"
11230, 용두동,2018,7,21~31,용두 두산위브,2009,15,105.6,"    75,000"
11230, 용두동,2018,7,21~31,롯데캐슬피렌체,2009,7,26.08,"    25,500"
11230, 용두동,2018,7,21~31,래미안 허브리츠,2011,5,59.98,"    72,000"
11230, 용두동,2018,8,1~10,롯데캐슬피렌체,2009,8,59.65,"    64,600"
11230, 용두동,2018,8,1~10,신동아,1994,4,49.68,"    39,000"
11230, 용두동,2018,8,1~10,동대문푸르지오시티(도시형생활주택),2016,6,19.51,"    19,000"
11230, 용두동,2018,8,11~20,신동아,1994,9,58.59,"    44,500"
11230, 용두동,2018,8,11~20,동대문푸르지오시티(도시형생활주택),2016,7,30.11,"    35,300"
11230, 용두동,2018,8,11~20,용두 두산위브,2009,22,105.6,"    80,000"
11230, 용두동,2018,8,11~20,래미안 허브리츠,2011,19,59.9,"    72,500"
11230, 용두동,2018,8,11~20,래미안 허브리츠,2011,3,84.96,"    85,000"
11230, 용두동,2018,8,11~20,용두롯데캐슬리치,2015,10,84.5,"    78,500"
11230, 용두동,2018,8,11~20,래미안 허브리츠,2011,12,114.96,"    94,800"
11230, 용두동,2018,9,1~10,롯데캐슬피렌체,2009,8,59.43,"    70,000"
11230, 용두동,2018,9,1~10,동대문푸르지오시티(도시형생활주택),2016,15,30.11,"    39,000"
11230, 용두동,2018,9,1~10,롯데캐슬피렌체,2009,4,115.57,"    85,000"
11230, 용두동,2018,9,11~20,동대문푸르지오시티(도시형생활주택),2016,17,19.51,"    20,000"
11230, 용두동,2018,9,21~30,한양아이클래스,2014,4,14.19,"    11,200"
11230, 제기동,2018,9,1~10,안암골벽산,2003,18,84.98,"    58,000"
11230, 제기동,2018,9,1~10,공성,1978,5,104.22,"    45,000"
11230, 제기동,2018,9,1~10,한신,2004,18,59.84,"    52,000"
11230, 제기동,2018,9,1~10,한신,2004,19,84.76,"    57,000"
11230, 제기동,2018,9,1~10,한신,2004,1,84.76,"    59,300"
11230, 신설동,2018,10,11~20,청계천대성스카이렉스1,2007,9,84.78,"    59,000"
11230, 용두동,2018,10,1~10,용두롯데캐슬리치,2015,6,59.99,"    76,800"
11230, 용두동,2018,10,1~10,동대문푸르지오시티(도시형생활주택),2016,9,36.99,"    40,700"
11230, 용두동,2018,10,1~10,용두아파트,1974,3,47.54,"    24,400"
11230, 용두동,2018,10,1~10,리채,2010,3,101.57,"    52,000"
11230, 용두동,2018,10,11~20,신동아,1994,1,71.01,"    50,000"
11230, 용두동,2018,10,11~20,신동아,1994,7,49.68,"    41,000"
11230, 용두동,2018,10,11~20,동대문푸르지오시티(도시형생활주택),2016,11,30.11,"    38,000"
11230, 용두동,2018,10,11~20,롯데캐슬피렌체,2009,10,30.4,"    32,700"
11230, 용두동,2018,10,21~31,리채,2010,3,101.57,"    55,000"
11230, 용두동,2018,11,1~10,래미안 허브리츠,2011,10,114.96,"   106,000"
11230, 용두동,2018,11,1~10,동대문푸르지오시티(도시형생활주택),2016,2,36.99,"    35,800"
11230, 용두동,2018,11,11~20,한양아이클래스,2014,7,14.19,"    12,600"
11230, 용두동,2018,11,21~30,동대문푸르지오시티(도시형생활주택),2016,24,30.11,"    30,500"
11230, 용두동,2018,11,21~30,롯데캐슬피렌체,2009,5,84.99,"    81,500"
11230, 제기동,2018,11,21~30,어진재,2014,6,16.91,"    18,000"
11230, 전농동,2018,11,1~10,전농동삼성래미안,2000,1,114.89,"    60,000"
11230, 전농동,2018,11,1~10,동아,1997,17,57.9,"    52,500"
11230, 전농동,2018,11,1~10,전농우성,1992,7,59.78,"    44,000"
11230, 전농동,2018,11,1~10,래미안 크레시티,2014,3,121.98,"   126,800"
11230, 용두동,2018,12,1~10,래미안 허브리츠,2011,9,59.98,"    80,000"
11230, 용두동,2018,12,1~10,래미안 허브리츠,2011,3,59.98,"    76,000"
11230, 용두동,2018,12,11~20,롯데캐슬피렌체,2009,10,30.4,"    33,500"
11230, 용두동,2018,12,11~20,한양아이클래스,2014,2,14.19,"    10,900"
11230, 용두동,2018,12,11~20,래미안 허브리츠,2011,15,114.96,"   106,500"
11230, 용두동,2018,12,21~31,롯데캐슬피렌체,2009,12,26.08,"    26,450"
11230, 용두동,2018,12,21~31,두산베어스타워,1998,14,155.66,"    69,300"
11230, 제기동,2018,12,1~10,동성네스트빌(1158-17),2003,1,71.07,"    31,700"
11230, 제기동,2018,12,11~20,어진재,2014,6,15.61,"    18,000"
11230, 전농동,2018,12,11~20,전농SK,2000,17,114.3,"    79,000"
11260, 면목동,2018,1,1~10,두산6,1993,3,84.94,"    37,700"
11260, 면목동,2018,1,1~10,면목삼익,1997,13,59.5,"    32,300"
11260, 면목동,2018,1,1~10,용마산하늘채,2015,11,84.7054,"    59,500"
11260, 면목동,2018,1,1~10,용마산금호어울림,2006,5,84.699,"    45,000"
11260, 면목동,2018,1,1~10,한강훼미리(138-62),2004,5,83,"    35,000"
11260, 면목동,2018,1,1~10,솔루테아파트,2001,14,106.97,"    37,000"
11260, 면목동,2018,1,1~10,현대,1994,3,84.81,"    39,500"
11260, 면목동,2018,1,1~10,용마한신,1990,3,82.39,"    40,000"
11260, 면목동,2018,1,1~10,한신,1987,2,58.46,"    29,200"
11260, 면목동,2018,1,1~10,한신,1987,2,84.92,"    35,600"
11260, 면목동,2018,2,1~10,두산5,2000,16,60,"    35,500"
11260, 면목동,2018,2,1~10,용마금호타운,1992,5,84.9,"    40,100"
11260, 면목동,2018,2,1~10,한신,1987,14,44.5,"    25,800"
11260, 면목동,2018,2,1~10,한신,1987,8,35.3,"    20,000"
11260, 면목동,2018,2,1~10,두원,1998,9,59.31,"    28,000"
11260, 면목동,2018,2,1~10,현대,1994,1,84.99,"    36,400"
11260, 면목동,2018,2,1~10,남청파인힐(101동),2006,9,81.93,"    38,800"
11260, 면목동,2018,2,1~10,성원상떼빌,1997,19,59.91,"    30,900"
11260, 면목동,2018,2,1~10,용마금호타운,1992,13,84.9,"    40,700"
11260, 면목동,2018,2,1~10,용마한신,1990,7,59.22,"    35,500"
11260, 면목동,2018,3,1~10,미래한건아파트,2005,6,84.95,"    34,000"
11260, 면목동,2018,3,1~10,면목동금호어울림아파트,2005,5,84.0827,"    43,500"
11260, 면목동,2018,3,1~10,신성,1998,12,59.91,"    32,800"
11260, 면목동,2018,3,1~10,대명미르테,2009,4,82.65,"    35,300"
11260, 면목동,2018,3,1~10,신성,1998,1,59.91,"    29,000"
11260, 면목동,2018,3,1~10,경남아너스빌,2006,12,84.961,"    49,950"
11260, 면목동,2018,3,1~10,현대,1994,11,84.09,"    43,700"
11260, 면목동,2018,3,1~10,마젤란21,2007,13,84.741,"    48,800"
11260, 면목동,2018,3,1~10,용마산금호어울림,2006,2,84.699,"    44,900"
11260, 면목동,2018,3,1~10,신성,1998,9,59.91,"    31,500"
11260, 면목동,2018,4,1~10,경남아너스빌,2006,13,84.961,"    50,000"
11260, 면목동,2018,4,1~10,면목삼익,1997,8,84.99,"    35,500"
11260, 면목동,2018,4,1~10,리치카운티,2004,2,59.923,"    38,900"
11260, 면목동,2018,4,1~10,풍림,1997,10,59.4,"    30,000"
11260, 면목동,2018,4,1~10,형진,1996,4,84.18,"    33,800"
11260, 면목동,2018,4,1~10,용마금호타운,1992,4,84.9,"    40,000"
11260, 면목동,2018,4,1~10,용마금호타운,1992,3,84.9,"    41,000"
11260, 면목동,2018,4,1~10,포인트아트빌비동,2005,5,83.68,"    34,300"
11260, 면목동,2018,4,1~10,면목삼익,1997,12,84.99,"    38,500"
11260, 면목동,2018,4,1~10,성원상떼빌,1997,4,84.96,"    39,900"
11260, 면목동,2018,5,1~10,면목삼호101,2000,4,83.08,"    40,000"
11260, 면목동,2018,5,1~10,대원칸타빌,2003,3,79.5359,"    44,000"
11260, 면목동,2018,5,1~10,신성,1998,18,59.91,"    32,000"
11260, 면목동,2018,5,1~10,한강훼미리(138-62),2004,3,83.02,"    35,000"
11260, 면목동,2018,5,1~10,늘푸른동아,2002,3,59.65,"    35,200"
11260, 면목동,2018,5,1~10,한신,1987,12,44.5,"    25,800"
11260, 면목동,2018,5,1~10,늘푸른동아,2002,4,84.97,"    45,000"
11260, 면목동,2018,5,1~10,늘푸른동아,2002,3,84.97,"    42,000"
11260, 면목동,2018,5,1~10,경남아너스빌,2006,13,84.961,"    51,500"
11260, 면목동,2018,5,1~10,동원베네스트,2003,6,84.86,"    45,300"
11260, 면목동,2018,6,1~10,두산3,1995,4,84.77,"    44,500"
11260, 면목동,2018,6,1~10,용마산금호어울림,2006,7,84.699,"    49,800"
11260, 면목동,2018,6,1~10,동서그랜드맨션,1993,7,131.34,"    39,300"
11260, 면목동,2018,6,1~10,면목동금호어울림아파트,2005,4,84.8726,"    48,300"
11260, 면목동,2018,6,1~10,두산3,1995,2,84.77,"    42,500"
11260, 면목동,2018,6,1~10,그린캐슬APT,2005,4,84.81,"    28,000"
11260, 면목동,2018,6,1~10,경남아너스빌,2006,3,84.961,"    47,500"
11260, 면목동,2018,6,1~10,두산3,1995,7,84.77,"    47,300"
11260, 면목동,2018,6,1~10,성원상떼빌,1997,12,114.75,"    50,000"
11260, 면목동,2018,6,1~10,두산3,1995,24,84.77,"    46,500"
11260, 면목동,2018,7,1~10,진성그린건설 테라스 아파트,2015,2,61.61,"    28,000"
11260, 면목동,2018,7,1~10,면목삼익,1997,13,84.99,"    38,500"
11260, 면목동,2018,7,1~10,신성,1998,10,59.91,"    35,500"
11260, 면목동,2018,7,1~10,면목삼익,1997,19,59.5,"    34,000"
11260, 면목동,2018,7,1~10,면목삼익,1997,9,84.99,"    38,700"
11260, 면목동,2018,7,1~10,성원상떼빌,1997,3,114.75,"    41,000"
11260, 면목동,2018,7,1~10,한신,1987,4,35.3,"    20,000"
11260, 면목동,2018,7,1~10,두원,1998,18,59.31,"    31,700"
11260, 면목동,2018,7,1~10,용마산금호어울림,2006,12,104.882,"    60,000"
11260, 면목동,2018,7,1~10,면목삼익,1997,3,59.5,"    33,500"
11260, 면목동,2018,8,1~10,강호,2002,2,74.52,"    26,000"
11260, 면목동,2018,8,1~10,마젤란21,2007,7,78.941,"    48,200"
11260, 면목동,2018,8,1~10,면목삼호101,2000,1,83.08,"    40,600"
11260, 면목동,2018,8,1~10,면목삼익,1997,19,59.5,"    34,400"
11260, 면목동,2018,8,1~10,온세솔내움,2004,10,67.673,"    29,950"
11260, 면목동,2018,8,1~10,용마금호타운,1992,15,84.9,"    46,500"
11260, 면목동,2018,8,1~10,IS아파트,2012,2,64.52,"    32,500"
11260, 면목동,2018,8,1~10,현대휴온,2013,4,18.17,"    10,900"
11260, 면목동,2018,8,1~10,면목동금호어울림아파트,2005,4,84.0827,"    45,000"
11260, 면목동,2018,8,1~10,신우,1998,14,59.92,"    32,950"
11260, 면목동,2018,9,1~10,한신,1987,4,45.44,"    28,500"
11260, 면목동,2018,9,1~10,두산3,1995,5,84.77,"    52,000"
11260, 면목동,2018,9,1~10,풍림,1997,8,59.4,"    29,500"
11260, 면목동,2018,9,1~10,한신,1987,12,58.46,"    36,000"
11260, 면목동,2018,9,1~10,두산6,1993,12,84.94,"    48,500"
11260, 면목동,2018,9,1~10,아람플러스,2009,11,84.975,"    41,800"
11260, 면목동,2018,9,1~10,현대,1994,18,84.81,"    52,800"
11260, 면목동,2018,9,1~10,용마금호타운,1992,13,84.9,"    47,000"
11260, 면목동,2018,9,1~10,두산4,2000,1,84.87,"    49,900"
11260, 면목동,2018,9,1~10,대원칸타빌,2003,3,105.9035,"    61,500"
11260, 면목동,2018,10,1~10,남청파인힐(101동),2006,3,81.93,"    43,000"
11260, 면목동,2018,10,1~10,신성미소지움,2004,12,80.1913,"    46,800"
11260, 면목동,2018,10,1~10,용마금호타운,1992,4,84.9,"    39,000"
11260, 면목동,2018,10,1~10,두산4,2000,14,84.87,"    53,500"
11260, 면목동,2018,10,1~10,늘푸른동아,2002,11,59.65,"    41,800"
11260, 면목동,2018,10,1~10,면목동금호어울림아파트,2005,14,84.8726,"    56,000"
11260, 면목동,2018,10,1~10,면목삼익,1997,14,59.5,"    38,300"
11260, 면목동,2018,10,1~10,면목동금호어울림아파트,2005,3,84.0827,"    55,500"
11260, 면목동,2018,10,1~10,풍림,1997,8,59.4,"    33,700"
11260, 면목동,2018,10,1~10,두산6,1993,10,59.55,"    42,000"
11260, 면목동,2018,11,1~10,풍림,1997,9,59.4,"    32,700"
11260, 면목동,2018,11,1~10,남청파인힐(101동),2006,1,81.93,"    35,000"
11260, 면목동,2018,11,1~10,한신,1987,3,35.3,"    21,000"
11260, 면목동,2018,11,1~10,리치카운티,2004,9,59.923,"    40,500"
11260, 면목동,2018,11,1~10,아람플러스,2009,7,84.955,"    42,200"
11260, 면목동,2018,11,1~10,면목삼호101,2000,9,83.08,"    49,300"
11260, 면목동,2018,11,11~20,신영,2013,7,14.43,"     8,500"
11260, 면목동,2018,11,11~20,아람플러스,2009,8,84.975,"    41,500"
11260, 면목동,2018,11,11~20,신성,1998,12,59.91,"    36,400"
11260, 면목동,2018,11,11~20,현대,1994,7,84.81,"    45,000"
11260, 면목동,2018,12,1~10,두산5,2000,15,60,"    43,900"
11260, 면목동,2018,12,11~20,경남아너스빌,2006,10,59.858,"    48,500"
11260, 면목동,2018,12,11~20,킴스아파트,2018,5,38.91,"    28,900"
11260, 면목동,2018,12,11~20,킴스아파트,2018,13,35.75,"    29,900"
11260, 면목동,2018,12,11~20,현대휴온,2013,3,18.17,"    11,000"
11260, 면목동,2018,12,11~20,현대휴온,2013,7,19.83,"    12,600"
11260, 면목동,2018,12,11~20,면목삼호101,2000,5,59.67,"    38,000"
11260, 면목동,2018,12,11~20,킴스아파트,2018,12,35.75,"    29,900"
11260, 면목동,2018,12,21~31,온세솔내움,2004,1,69.6946,"    30,750"
11260, 면목동,2018,12,21~31,현대휴온,2013,9,35.5,"    21,700"
11290, 성북동1가,2018,1,1~10,휴아름 스튜디오,2015,14,16.53,"    19,000"
11290, 돈암동,2018,1,1~10,한진(609-1),1998,1,59.58,"    30,000"
11290, 돈암동,2018,1,1~10,한신,1998,7,113.67,"    55,900"
11290, 돈암동,2018,1,1~10,이수브라운스톤돈암,2004,4,84.97,"    50,800"
11290, 돈암동,2018,1,1~10,한신,1998,11,84.87,"    50,800"
11290, 돈암동,2018,1,1~10,동부센트레빌,2003,17,80.54,"    48,900"
11290, 돈암동,2018,1,1~10,한진(609-1),1998,9,59.58,"    32,400"
11290, 돈암동,2018,1,1~10,한진(609-1),1998,15,59.58,"    36,000"
11290, 돈암동,2018,1,1~10,한신,1998,17,132.96,"    58,500"
11290, 돈암동,2018,1,1~10,길음역금호어울림센터힐,2014,21,59.84,"    48,500"
11290, 돈암동,2018,2,1~10,한신,1998,5,84.87,"    51,800"
11290, 돈암동,2018,2,1~10,이수브라운스톤돈암,2004,13,84.97,"    54,400"
11290, 돈암동,2018,2,1~10,한신,1998,1,132.96,"    63,000"
11290, 돈암동,2018,2,1~10,일신건영휴먼빌아파트,2005,8,117.16,"    56,800"
11290, 돈암동,2018,2,1~10,한진(609-1),1998,3,132.96,"    49,500"
11290, 돈암동,2018,2,1~10,돈암동삼성,1999,11,59.4,"    35,450"
11290, 돈암동,2018,2,1~10,돈암동삼성,1999,4,84.59,"    42,800"
11290, 돈암동,2018,2,1~10,돈암동삼성,1999,15,59.4,"    35,800"
11290, 돈암동,2018,2,1~10,동부센트레빌,2003,8,81.82,"    49,950"
11290, 돈암동,2018,2,1~10,한진(609-1),1998,1,84.87,"    40,800"
11290, 성북동,2018,3,11~20,성북,1971,6,44.79,"    14,300"
11290, 돈암동,2018,3,1~10,돈암동삼성,1999,20,84.59,"    47,000"
11290, 돈암동,2018,3,1~10,한진(609-1),1998,2,84.87,"    42,300"
11290, 돈암동,2018,3,1~10,돈암현대아파트,1991,13,84.8,"    38,900"
11290, 돈암동,2018,3,1~10,일신건영휴먼빌아파트,2005,7,117.16,"    57,500"
11290, 돈암동,2018,3,1~10,범양,1998,12,59.79,"    36,100"
11290, 돈암동,2018,3,1~10,한신,1998,16,68.13,"    42,000"
11290, 돈암동,2018,3,1~10,돈암동삼성,1999,16,59.4,"    36,500"
11290, 돈암동,2018,3,1~10,돈암동삼성,1999,4,84.59,"    43,000"
11290, 돈암동,2018,3,1~10,동부센트레빌,2003,21,80.54,"    52,000"
11290, 성북동1가,2018,4,1~10,휴아름 스튜디오,2015,13,13.28,"    16,000"
11290, 돈암동,2018,4,1~10,한진(609-1),1998,10,132.96,"    57,000"
11290, 돈암동,2018,4,1~10,돈암동더샵아파트,2006,16,84.817,"    48,000"
11290, 돈암동,2018,4,1~10,돈암동삼성,1999,23,84.59,"    47,650"
11290, 돈암동,2018,4,1~10,돈암동더샵아파트,2006,15,84.817,"    47,700"
11290, 돈암동,2018,4,1~10,한신,1998,10,132.96,"    61,000"
11290, 돈암동,2018,4,1~10,한신,1998,9,132.96,"    61,000"
11290, 돈암동,2018,4,1~10,돈암동더샵아파트,2006,14,84.817,"    47,500"
11290, 돈암동,2018,4,1~10,범양,1998,2,114.93,"    51,000"
11290, 돈암동,2018,4,1~10,이수브라운스톤돈암,2004,19,84.97,"    54,000"
11290, 돈암동,2018,5,1~10,한진(609-1),1998,12,84.87,"    48,900"
11290, 돈암동,2018,5,1~10,한진(609-1),1998,1,59.58,"    30,500"
11290, 돈암동,2018,5,1~10,한신,1998,16,132.96,"    61,500"
11290, 돈암동,2018,5,1~10,길음역금호어울림센터힐,2014,18,59.84,"    54,500"
11290, 돈암동,2018,5,1~10,한진(609-1),1998,8,84.87,"    45,800"
11290, 돈암동,2018,5,1~10,돈암동삼성,1999,10,84.59,"    46,300"
11290, 돈암동,2018,5,1~10,범양,1998,6,59.79,"    36,600"
11290, 돈암동,2018,5,1~10,돈암동삼성,1999,4,84.59,"    43,750"
11290, 돈암동,2018,5,1~10,돈암코오롱하늘채,2016,14,84.8778,"    59,000"
11290, 돈암동,2018,5,1~10,돈암힐스테이트,2007,10,59.92,"    46,800"
11290, 돈암동,2018,6,1~10,돈암동 해피트리,2013,11,84.98,"    56,200"
11290, 돈암동,2018,6,1~10,이수브라운스톤돈암,2004,13,59.99,"    47,000"
11290, 돈암동,2018,6,1~10,성일우리미,2004,11,84.95,"    42,000"
11290, 돈암동,2018,6,1~10,일신건영휴먼빌아파트,2005,12,84.98,"    49,500"
11290, 돈암동,2018,6,1~10,돈암동더샵아파트,2006,14,84.817,"    50,000"
11290, 돈암동,2018,6,1~10,범양,1998,11,59.79,"    36,900"
11290, 돈암동,2018,6,1~10,길음역금호어울림센터힐,2014,9,119.56,"    78,500"
11290, 돈암동,2018,6,1~10,한진(609-1),1998,3,84.87,"    46,500"
11290, 돈암동,2018,6,1~10,한진(609-1),1998,16,59.58,"    37,000"
11290, 돈암동,2018,6,1~10,일신건영휴먼빌아파트,2005,4,143.51,"    65,000"
11290, 성북동,2018,7,21~31,성북,1971,1,37.36,"    14,000"
11290, 돈암동,2018,7,1~10,이수브라운스톤돈암,2004,19,59.99,"    48,000"
11290, 돈암동,2018,7,1~10,한신,1998,14,132.96,"    64,500"
11290, 돈암동,2018,7,1~10,이수브라운스톤돈암,2004,12,59.99,"    48,000"
11290, 돈암동,2018,7,1~10,한신,1998,5,132.96,"    59,500"
11290, 돈암동,2018,7,1~10,동부센트레빌,2003,21,80.54,"    55,700"
11290, 돈암동,2018,7,1~10,범양,1998,7,114.93,"    50,000"
11290, 돈암동,2018,7,1~10,돈암동삼성,1999,13,59.4,"    36,900"
11290, 돈암동,2018,7,1~10,돈암힐스테이트,2007,11,84.54,"    47,000"
11290, 돈암동,2018,7,1~10,일신건영휴먼빌아파트,2005,6,117.16,"    57,500"
11290, 돈암동,2018,8,1~10,돈암동 풍림아파트 101~105동,1999,10,84.68,"    41,000"
11290, 돈암동,2018,8,1~10,돈암동더샵아파트,2006,7,84.817,"    50,000"
11290, 돈암동,2018,8,1~10,돈암동 풍림아파트 101~105동,1999,4,59.64,"    34,000"
11290, 돈암동,2018,8,1~10,범양,1998,19,59.79,"    38,150"
11290, 돈암동,2018,8,1~10,이수브라운스톤돈암,2004,13,59.99,"    49,500"
11290, 돈암동,2018,8,1~10,길음역금호어울림센터힐,2014,3,59.84,"    57,000"
11290, 돈암동,2018,8,1~10,일신건영휴먼빌아파트,2005,9,117.16,"    58,900"
11290, 돈암동,2018,8,1~10,길음역금호어울림센터힐,2014,8,84.77,"    70,000"
11290, 돈암동,2018,8,1~10,돈암현대아파트,1991,8,68.76,"    42,000"
11290, 돈암동,2018,8,1~10,일신건영휴먼빌아파트,2005,16,117.16,"    58,900"
11290, 성북동,2018,9,11~20,성북좋은,2002,2,92.57,"    61,500"
11290, 돈암동,2018,9,1~10,일신건영휴먼빌아파트,2005,7,143.51,"    68,000"
11290, 돈암동,2018,9,1~10,이수브라운스톤돈암,2004,2,84.97,"    59,000"
11290, 돈암동,2018,9,1~10,범양,1998,17,59.79,"    43,000"
11290, 돈암동,2018,9,1~10,한신,1998,6,113.67,"    62,700"
11290, 돈암동,2018,9,1~10,한진(609-1),1998,2,59.58,"    35,000"
11290, 돈암동,2018,9,1~10,한진(609-1),1998,1,84.87,"    48,000"
11290, 돈암동,2018,9,1~10,돈암현대아파트,1991,1,41.58,"    28,300"
11290, 돈암동,2018,9,1~10,한진(609-1),1998,14,84.87,"    53,000"
11290, 돈암동,2018,9,1~10,한진(609-1),1998,17,84.87,"    52,900"
11290, 돈암동,2018,10,1~10,한진(609-1),1998,4,84.87,"    54,000"
11290, 돈암동,2018,10,1~10,한진(609-1),1998,14,59.58,"    42,000"
11290, 돈암동,2018,10,1~10,이수브라운스톤돈암,2004,1,59.99,"    52,000"
11290, 돈암동,2018,10,1~10,한진(609-1),1998,16,59.58,"    42,800"
11290, 돈암동,2018,10,1~10,한진(609-1),1998,6,59.58,"    41,000"
11290, 돈암동,2018,10,1~10,이수브라운스톤돈암,2004,14,84.97,"    68,500"
