,지역코드,법정동,년,월,일,아파트,건축년도,층,전용면적,거래금액
1,11305, 미아동,2015,5,1~10,삼성래미안트리베라2단지,2010,5,58.99,"    36,700"
2,11305, 미아동,2015,5,1~10,에스케이북한산시티,2004,2,59.98,"    28,000"
3,11305, 미아동,2015,5,1~10,삼성래미안트리베라2단지,2010,1,84.29,"    43,200"
4,11305, 미아동,2015,5,1~10,경남아너스빌(1356-0),2003,7,84.873,"    39,600"
5,11305, 미아동,2015,5,1~10,경남아너스빌(1356-0),2003,22,114.922,"    43,500"
6,11305, 미아동,2015,5,1~10,두원프라자,1996,4,84.24,"    31,000"
7,11305, 미아동,2015,5,1~10,미아한일유앤아이,2002,13,111.296,"    39,700"
8,11305, 미아동,2015,5,1~10,경남아너스빌(1356-0),2003,3,114.922,"    41,800"
9,11305, 미아동,2015,5,1~10,신일해피트리,2006,4,83.72,"    33,000"
0,11305, 미아동,2015,6,1~10,벽산라이브파크,2004,4,114.68,"    38,000"
1,11305, 미아동,2015,6,1~10,래미안트리베라1단지,2010,12,84.97,"    43,900"
2,11305, 미아동,2015,6,1~10,벽산라이브파크,2004,3,59.67,"    26,300"
3,11305, 미아동,2015,6,1~10,에스케이북한산시티,2004,24,84.76,"    36,000"
4,11305, 미아동,2015,6,1~10,에스케이북한산시티,2004,2,84.76,"    33,500"
5,11305, 미아동,2015,6,1~10,미아신구,2000,7,84.94,"    26,500"
6,11305, 미아동,2015,6,1~10,미아동부센트레빌,2006,15,59.96,"    36,200"
7,11305, 미아동,2015,6,1~10,벽산라이브파크,2004,14,84.89,"    34,400"
8,11305, 미아동,2015,6,1~10,벽산라이브파크,2004,5,84.89,"    33,500"
9,11305, 미아동,2015,6,1~10,미아한일유앤아이,2002,16,84.552,"    34,000"
0,11305, 미아동,2015,7,1~10,래미안트리베라1단지,2010,9,59.6,"    37,000"
1,11305, 미아동,2015,7,1~10,미아한일유앤아이,2002,16,84.552,"    34,900"
2,11305, 미아동,2015,7,1~10,래미안트리베라1단지,2010,10,59.6,"    35,700"
3,11305, 미아동,2015,7,1~10,에스케이북한산시티,2004,13,84.76,"    35,000"
4,11305, 미아동,2015,7,1~10,에스케이북한산시티,2004,15,59.98,"    29,000"
5,11305, 미아동,2015,7,1~10,미아동부센트레빌,2006,5,59.96,"    35,500"
6,11305, 미아동,2015,7,1~10,한일,1990,4,54.99,"    16,000"
7,11305, 미아동,2015,7,1~10,에스케이북한산시티,2004,1,84.71,"    32,800"
8,11305, 미아동,2015,7,1~10,두산위브트레지움,2011,15,59.82,"    37,500"
9,11305, 미아동,2015,7,1~10,삼각산아이원,2003,9,59.758,"    32,900"
0,11305, 미아동,2015,8,1~10,미아동부센트레빌,2006,15,84.93,"    43,800"
1,11305, 미아동,2015,8,1~10,송천센트레빌,2010,3,84.867,"    48,500"
2,11305, 미아동,2015,8,1~10,이너스내안에,2013,7,81.02,"    32,300"
3,11305, 미아동,2015,8,1~10,벽산라이브파크,2004,9,59.67,"    26,000"
4,11305, 미아동,2015,8,1~10,에스케이북한산시티,2004,19,114.85,"    41,700"
5,11305, 미아동,2015,8,1~10,벽산라이브파크,2004,1,59.67,"    25,000"
6,11305, 미아동,2015,8,1~10,한솔드림빌,2002,6,74.46,"    25,700"
7,11305, 미아동,2015,8,1~10,래미안트리베라1단지,2010,10,114.98,"    57,750"
8,11305, 미아동,2015,8,1~10,에스케이북한산시티,2004,1,114.85,"    40,200"
9,11305, 미아동,2015,8,1~10,삼성래미안트리베라2단지,2010,14,84.29,"    50,000"
0,11305, 미아동,2015,9,1~10,에스케이북한산시티,2004,4,84.76,"    36,000"
1,11305, 미아동,2015,9,1~10,에스케이북한산시티,2004,23,84.86,"    36,400"
2,11305, 미아동,2015,9,1~10,에스케이북한산시티,2004,25,59.98,"    31,000"
3,11305, 미아동,2015,9,1~10,삼각산아이원,2003,12,84.705,"    39,000"
4,11305, 미아동,2015,9,1~10,경남아너스빌(1356-0),2003,17,59.964,"    32,100"
5,11305, 미아동,2015,9,1~10,삼성래미안트리베라2단지,2010,4,59.33,"    37,000"
6,11305, 미아동,2015,9,1~10,에스케이북한산시티,2004,18,114.85,"    40,700"
7,11305, 미아동,2015,9,1~10,두산위브트레지움,2011,11,59.82,"    39,500"
8,11305, 미아동,2015,9,1~10,래미안트리베라1단지,2010,14,84.97,"    44,500"
9,11305, 미아동,2015,9,1~10,삼각산아이원,2003,12,84.705,"    37,200"
0,11305, 미아동,2015,10,1~10,벽산라이브파크,2004,24,84.89,"    36,300"
1,11305, 미아동,2015,10,1~10,벽산라이브파크,2004,1,84.89,"    30,000"
2,11305, 미아동,2015,10,1~10,삼성래미안트리베라2단지,2010,4,113.89,"    60,000"
3,11305, 미아동,2015,10,1~10,경남아너스빌(1356-0),2003,8,84.873,"    40,000"
4,11305, 미아동,2015,10,1~10,이너스내안에,2013,5,74.82,"    30,600"
5,11305, 미아동,2015,10,1~10,요진,2005,6,59.42,"    22,000"
6,11305, 미아동,2015,10,1~10,벽산라이브파크,2004,19,84.89,"    35,800"
7,11305, 미아동,2015,10,1~10,두산위브트레지움,2011,17,84.97,"    46,700"
8,11305, 미아동,2015,10,1~10,경남아너스빌,2008,13,62.7103,"    33,000"
9,11305, 미아동,2015,10,1~10,에스케이북한산시티,2004,8,84.76,"    38,500"
0,11305, 미아동,2015,11,1~10,성북프라자,2009,10,68.675,"    30,500"
1,11305, 미아동,2015,11,1~10,송천센트레빌,2010,15,74.628,"    46,000"
2,11305, 미아동,2015,11,1~10,미아동부센트레빌,2006,13,84.93,"    47,900"
3,11305, 미아동,2015,11,1~10,에스케이북한산시티,2004,21,84.92,"    37,000"
4,11305, 미아동,2015,11,1~10,경남아너스빌(1356-0),2003,18,59.964,"    32,800"
5,11305, 미아동,2015,11,1~10,에스케이북한산시티,2004,7,59.98,"    32,500"
6,11305, 미아동,2015,11,1~10,에스케이북한산시티,2004,22,59.98,"    32,100"
7,11305, 미아동,2015,11,1~10,에스케이북한산시티,2004,14,114.85,"    42,500"
8,11305, 미아동,2015,11,1~10,삼각산아이원,2003,2,84.705,"    40,700"
9,11305, 미아동,2015,11,1~10,에스케이북한산시티,2004,6,59.98,"    31,500"
0,11305, 미아동,2015,12,1~10,삼각산아이원,2003,6,114.88,"    44,500"
1,11305, 미아동,2015,12,1~10,에스케이북한산시티,2004,9,84.76,"    38,700"
2,11305, 미아동,2015,12,1~10,두산위브트레지움,2011,15,84.97,"    38,000"
3,11305, 미아동,2015,12,1~10,삼각산아이원,2003,3,84.705,"    40,700"
4,11305, 미아동,2015,12,1~10,미아1차래미안,2006,7,84.58,"    46,500"
5,11305, 미아동,2015,12,1~10,래미안트리베라1단지,2010,4,59.6,"    40,400"
6,11305, 미아동,2015,12,1~10,삼성래미안트리베라2단지,2010,13,84.29,"    49,300"
7,11305, 미아동,2015,12,1~10,미아한일유앤아이,2002,6,84.552,"    35,500"
8,11305, 미아동,2015,12,1~10,송천센트레빌,2010,9,114.475,"    63,000"
9,11305, 미아동,2015,12,1~10,두산위브트레지움,2011,7,84.99,"    45,800"
0,11305, 미아동,2016,1,1~10,미아한일유앤아이,2002,11,129.784,"    43,000"
1,11305, 미아동,2016,1,1~10,벽산라이브파크,2004,4,59.67,"    27,000"
2,11305, 미아동,2016,1,1~10,벽산라이브파크,2004,1,84.89,"    33,500"
3,11305, 미아동,2016,1,1~10,두산위브트레지움,2011,15,84.97,"    45,500"
4,11305, 미아동,2016,1,1~10,래미안트리베라1단지,2010,21,84.97,"    47,350"
5,11305, 미아동,2016,1,1~10,에스케이북한산시티,2004,15,59.98,"    30,500"
6,11305, 미아동,2016,1,1~10,벽산라이브파크,2004,2,59.67,"    25,500"
7,11305, 미아동,2016,1,1~10,벽산라이브파크,2004,16,59.67,"    26,500"
8,11305, 미아동,2016,1,1~10,에스케이북한산시티,2004,23,84.76,"    39,500"
9,11305, 미아동,2016,1,1~10,에스케이북한산시티,2004,17,59.98,"    30,500"
0,11305, 미아동,2016,2,1~10,두산위브트레지움,2011,12,84.99,"    45,500"
1,11305, 미아동,2016,2,1~10,벽산라이브파크,2004,12,84.89,"    36,400"
2,11305, 미아동,2016,2,1~10,에스케이북한산시티,2004,10,59.98,"    31,000"
3,11305, 미아동,2016,2,1~10,에스케이북한산시티,2004,18,59.98,"    31,700"
4,11305, 미아동,2016,2,1~10,삼각산아이원,2003,10,114.88,"    46,500"
5,11305, 미아동,2016,2,1~10,벽산라이브파크,2004,11,114.68,"    45,000"
6,11305, 미아동,2016,2,1~10,에스케이북한산시티,2004,5,59.98,"    30,500"
7,11305, 미아동,2016,2,1~10,에스케이북한산시티,2004,15,114.85,"    46,000"
8,11305, 미아동,2016,2,1~10,삼각산아이원,2003,13,84.705,"    38,300"
9,11305, 미아동,2016,2,1~10,경남아너스빌,2008,2,84.9134,"    37,300"
0,11305, 미아동,2016,3,1~10,현대쉐르빌,2003,4,72.87,"    28,800"
1,11305, 미아동,2016,3,1~10,에스케이북한산시티,2004,1,84.71,"    35,000"
2,11305, 미아동,2016,3,1~10,에스케이북한산시티,2004,14,84.92,"    38,000"
3,11305, 미아동,2016,3,1~10,에스케이북한산시티,2004,19,59.98,"    31,800"
4,11305, 미아동,2016,3,1~10,요진,2005,10,84.85,"    31,000"
5,11305, 미아동,2016,3,1~10,경남아너스빌,2008,9,84.9134,"    40,500"
6,11305, 미아동,2016,3,1~10,에스케이북한산시티,2004,13,84.71,"    37,850"
7,11305, 미아동,2016,3,1~10,삼각산아이원,2003,19,84.705,"    40,700"
8,11305, 미아동,2016,3,1~10,현대(190-2),1992,7,84.91,"    34,800"
9,11305, 미아동,2016,3,1~10,경남아너스빌(1356-0),2003,9,84.873,"    39,000"
0,11305, 미아동,2016,4,1~10,성북프라자,2009,11,68.675,"    30,600"
1,11305, 미아동,2016,4,1~10,현대캐슬,2008,7,77.82,"    29,300"
2,11305, 미아동,2016,4,1~10,경남아너스빌,2008,12,81.9853,"    38,500"
3,11305, 미아동,2016,4,1~10,경남아너스빌(1356-0),2003,2,84.873,"    38,300"
4,11305, 미아동,2016,4,1~10,삼각산아이원,2003,14,84.705,"    40,000"
5,11305, 미아동,2016,4,1~10,벽산라이브파크,2004,10,84.89,"    37,500"
6,11305, 미아동,2016,4,1~10,삼각산아이원,2003,15,84.705,"    39,800"
7,11305, 미아동,2016,4,1~10,미아1차래미안,2006,4,59.9,"    34,300"
8,11305, 미아동,2016,4,1~10,미아동부센트레빌,2006,5,84.93,"    46,900"
9,11305, 미아동,2016,4,1~10,월드빌라(311-10),2002,3,48.1,"    16,400"
0,11305, 미아동,2016,5,1~10,미아1차래미안,2006,6,114.29,"    54,000"
1,11305, 미아동,2016,5,1~10,벽산라이브파크,2004,18,59.67,"    27,800"
2,11305, 미아동,2016,5,1~10,래미안트리베라1단지,2010,6,84.97,"    44,700"
3,11305, 미아동,2016,5,1~10,삼각산아이원,2003,18,114.88,"    46,400"
4,11305, 미아동,2016,5,1~10,에스케이북한산시티,2004,4,84.92,"    37,000"
5,11305, 미아동,2016,5,1~10,래미안트리베라1단지,2010,9,59.6,"    36,000"
6,11305, 미아동,2016,5,1~10,경남아너스빌(1356-0),2003,10,114.922,"    45,500"
7,11305, 미아동,2016,5,1~10,에스케이북한산시티,2004,6,59.98,"    31,500"
8,11305, 미아동,2016,5,1~10,송천센트레빌,2010,9,59.762,"    42,800"
9,11305, 미아동,2016,5,1~10,삼성래미안트리베라2단지,2010,17,59.38,"    38,850"
0,11305, 미아동,2016,6,1~10,삼성래미안트리베라2단지,2010,21,84.29,"    50,900"
1,11305, 미아동,2016,6,1~10,삼성래미안트리베라2단지,2010,3,59.38,"    38,450"
2,11305, 미아동,2016,6,1~10,삼각산아이원,2003,20,84.705,"    41,700"
3,11305, 미아동,2016,6,1~10,미아1차래미안,2006,9,59.9,"    37,500"
4,11305, 미아동,2016,6,1~10,미아1차래미안,2006,7,84.58,"    45,000"
5,11305, 미아동,2016,6,1~10,경남아너스빌(1356-0),2003,7,59.964,"    32,600"
6,11305, 미아동,2016,6,1~10,래미안트리베라1단지,2010,6,84.97,"    46,000"
7,11305, 미아동,2016,6,1~10,에스케이북한산시티,2004,16,84.86,"    36,500"
8,11305, 미아동,2016,6,1~10,에스케이북한산시티,2004,13,59.98,"    33,500"
9,11305, 미아동,2016,6,1~10,삼성래미안트리베라2단지,2010,24,84.29,"    50,450"
0,11305, 미아동,2016,7,1~10,래미안트리베라1단지,2010,4,59.6,"    37,800"
1,11305, 미아동,2016,7,1~10,래미안트리베라1단지,2010,5,59.6,"    40,000"
2,11305, 미아동,2016,7,1~10,에스케이북한산시티,2004,1,59.98,"    31,000"
3,11305, 미아동,2016,7,1~10,삼성래미안트리베라2단지,2010,9,84.18,"    47,300"
4,11305, 미아동,2016,7,1~10,에스케이북한산시티,2004,9,59.98,"    31,800"
5,11305, 미아동,2016,7,1~10,에스케이북한산시티,2004,1,59.98,"    30,500"
6,11305, 미아동,2016,7,1~10,경남아너스빌(1356-0),2003,6,59.964,"    31,900"
7,11305, 미아동,2016,7,1~10,래미안트리베라1단지,2010,19,84.97,"    47,800"
8,11305, 미아동,2016,7,1~10,삼성래미안트리베라2단지,2010,3,59.33,"    37,600"
9,11305, 미아동,2016,7,1~10,에스케이북한산시티,2004,20,84.86,"    36,800"
0,11305, 미아동,2016,8,1~10,래미안트리베라1단지,2010,13,84.97,"    45,800"
1,11305, 미아동,2016,8,1~10,미아동부센트레빌,2006,1,59.96,"    35,300"
2,11305, 미아동,2016,8,1~10,경남아너스빌,2008,3,84.9134,"    41,000"
3,11305, 미아동,2016,8,1~10,송천센트레빌,2010,1,59.818,"    39,700"
4,11305, 미아동,2016,8,1~10,미아한일유앤아이,2002,1,84.552,"    32,000"
5,11305, 미아동,2016,8,1~10,래미안트리베라1단지,2010,2,84.97,"    43,300"
6,11305, 미아동,2016,8,1~10,두원프라자,1996,3,84.24,"    35,000"
7,11305, 미아동,2016,8,1~10,에스케이북한산시티,2004,12,84.71,"    40,000"
8,11305, 미아동,2016,8,1~10,성북프라자,2009,6,68.675,"    30,000"
9,11305, 미아동,2016,8,1~10,미아동부센트레빌,2006,2,84.93,"    43,950"
0,11305, 미아동,2016,9,1~10,벽산라이브파크,2004,3,59.67,"    29,000"
1,11305, 미아동,2016,9,1~10,벽산라이브파크,2004,1,84.89,"    37,200"
2,11305, 미아동,2016,9,1~10,경남아너스빌(1356-0),2003,4,84.873,"    39,500"
3,11305, 미아동,2016,9,1~10,미아1차래미안,2006,6,84.58,"    42,500"
4,11305, 미아동,2016,9,1~10,에스케이북한산시티,2004,4,84.92,"    39,300"
5,11305, 미아동,2016,9,1~10,래미안트리베라1단지,2010,9,59.6,"    43,000"
6,11305, 미아동,2016,9,1~10,경남아너스빌(1356-0),2003,15,84.873,"    41,000"
7,11305, 미아동,2016,9,1~10,에스케이북한산시티,2004,12,59.98,"    33,500"
8,11305, 미아동,2016,9,1~10,래미안트리베라1단지,2010,6,59.6,"    42,000"
9,11305, 미아동,2016,9,1~10,래미안트리베라1단지,2010,2,84.97,"    48,400"
0,11305, 미아동,2016,10,1~10,에스케이북한산시티,2004,7,59.98,"    34,300"
1,11305, 미아동,2016,10,1~10,래미안트리베라1단지,2010,2,114.98,"    57,750"
2,11305, 미아동,2016,10,1~10,삼성래미안트리베라2단지,2010,11,84.18,"    48,900"
3,11305, 미아동,2016,10,1~10,에스케이북한산시티,2004,14,114.85,"    45,000"
4,11305, 미아동,2016,10,1~10,송천센트레빌,2010,5,59.818,"    45,000"
5,11305, 미아동,2016,10,1~10,래미안트리베라1단지,2010,2,59.6,"    39,500"
6,11305, 미아동,2016,10,1~10,두산위브트레지움,2011,5,59.99,"    40,500"
7,11305, 미아동,2016,10,1~10,삼성래미안트리베라2단지,2010,18,58.99,"    43,700"
8,11305, 미아동,2016,10,1~10,삼성래미안트리베라2단지,2010,22,84.18,"    48,000"
9,11305, 미아동,2016,10,1~10,벽산라이브파크,2004,21,114.68,"    43,000"
0,11305, 미아동,2016,11,1~10,벽산라이브파크,2004,12,59.67,"    30,400"
1,11305, 미아동,2016,11,1~10,벽산라이브파크,2004,18,59.67,"    29,700"
2,11305, 미아동,2016,11,1~10,에스케이북한산시티,2004,5,114.85,"    44,000"
3,11305, 미아동,2016,11,1~10,에스케이북한산시티,2004,21,59.98,"    35,000"
4,11305, 미아동,2016,11,1~10,두산위브트레지움,2011,5,84.95,"    49,000"
5,11305, 미아동,2016,11,1~10,삼성래미안트리베라2단지,2010,13,113.89,"    66,000"
6,11305, 미아동,2016,11,1~10,에스케이북한산시티,2004,2,59.98,"    33,000"
7,11305, 미아동,2016,11,1~10,에스케이북한산시티,2004,4,59.98,"    35,800"
8,11305, 미아동,2016,11,1~10,두산위브트레지움,2011,6,59.99,"    40,500"
9,11305, 미아동,2016,11,1~10,미아1차래미안,2006,5,59.9,"    39,500"
0,11305, 미아동,2016,12,1~10,두산위브트레지움,2011,16,59.82,"    43,500"
1,11305, 미아동,2016,12,1~10,두산위브트레지움,2011,13,84.97,"    48,000"
2,11305, 미아동,2016,12,1~10,경남아너스빌(1356-0),2003,12,84.873,"    41,500"
3,11305, 미아동,2016,12,1~10,삼성래미안트리베라2단지,2010,10,84.18,"    52,700"
4,11305, 미아동,2016,12,1~10,미아동부센트레빌,2006,1,114.82,"    53,000"
5,11305, 미아동,2016,12,1~10,에스케이북한산시티,2004,16,59.98,"    33,500"
6,11305, 미아동,2016,12,1~10,벽산라이브파크,2004,5,59.67,"    29,500"
7,11305, 미아동,2016,12,1~10,에스케이북한산시티,2004,17,59.98,"    33,800"
8,11305, 미아동,2016,12,1~10,미아동부센트레빌,2006,9,84.92,"    50,500"
9,11305, 미아동,2016,12,1~10,벽산라이브파크,2004,17,59.67,"    29,900"
0,11305, 미아동,2017,1,1~10,경남아너스빌(1356-0),2003,3,84.873,"    39,000"
1,11305, 미아동,2017,1,1~10,두산위브트레지움,2011,8,84.97,"    46,000"
2,11305, 미아동,2017,1,1~10,삼각산아이원,2003,21,84.705,"    41,800"
3,11305, 미아동,2017,1,1~10,요진,2005,6,84.44,"    30,000"
4,11305, 미아동,2017,1,1~10,경남아너스빌,2008,4,84.9134,"    42,300"
5,11305, 미아동,2017,1,1~10,경남아너스빌(1356-0),2003,13,59.964,"    34,800"
6,11305, 미아동,2017,1,1~10,에스케이북한산시티,2004,10,114.85,"    44,500"
7,11305, 미아동,2017,1,1~10,에스케이북한산시티,2004,8,59.98,"    34,800"
8,11305, 미아동,2017,1,1~10,두산위브트레지움,2011,20,84.99,"    45,800"
9,11305, 미아동,2017,1,1~10,삼각산아이원,2003,14,114.88,"    48,700"
0,11305, 미아동,2017,2,1~10,현대성우,1998,9,84.92,"    38,000"
1,11305, 미아동,2017,2,1~10,두산위브트레지움,2011,10,84.99,"    46,300"
2,11305, 미아동,2017,2,1~10,에스케이북한산시티,2004,10,84.86,"    38,450"
3,11305, 미아동,2017,2,1~10,에스케이북한산시티,2004,15,114.85,"    44,000"
4,11305, 미아동,2017,2,1~10,두예파크빌,2005,5,46.11,"    13,500"
5,11305, 미아동,2017,2,1~10,벽산라이브파크,2004,2,59.67,"    28,250"
6,11305, 미아동,2017,2,1~10,에스케이북한산시티,2004,18,59.98,"    33,500"
7,11305, 미아동,2017,2,1~10,에스케이북한산시티,2004,19,59.98,"    34,000"
8,11305, 미아동,2017,2,1~10,에스케이북한산시티,2004,19,114.85,"    46,900"
9,11305, 미아동,2017,2,1~10,에스케이북한산시티,2004,21,59.98,"    35,500"
0,11305, 미아동,2017,3,1~10,미아동부센트레빌,2006,10,114.82,"    62,800"
1,11305, 미아동,2017,3,1~10,에스케이북한산시티,2004,20,59.98,"    34,250"
2,11305, 미아동,2017,3,1~10,경남아너스빌(1356-0),2003,18,114.922,"    48,500"
3,11305, 미아동,2017,3,1~10,삼각산아이원,2003,3,114.88,"    44,500"
4,11305, 미아동,2017,3,1~10,에스케이북한산시티,2004,9,84.86,"    38,500"
5,11305, 미아동,2017,3,1~10,에스케이북한산시티,2004,9,59.98,"    35,750"
6,11305, 미아동,2017,3,1~10,현대성우,1998,16,59.4,"    25,400"
7,11305, 미아동,2017,3,1~10,삼성래미안트리베라2단지,2010,13,84.15,"    52,700"
8,11305, 미아동,2017,3,1~10,두산위브트레지움,2011,7,84.99,"    47,400"
9,11305, 미아동,2017,3,1~10,에스케이북한산시티,2004,2,84.92,"    39,500"
0,11305, 미아동,2017,4,1~10,미아한일유앤아이,2002,7,84.552,"    37,500"
1,11305, 미아동,2017,4,1~10,두산위브트레지움,2011,10,84.97,"    48,000"
2,11305, 미아동,2017,4,1~10,요진,2005,1,84.85,"    29,500"
3,11305, 미아동,2017,4,1~10,현대(190-2),1992,11,84.91,"    39,500"
4,11305, 미아동,2017,4,1~10,삼각산아이원,2003,1,114.88,"    46,000"
5,11305, 미아동,2017,4,1~10,에스케이북한산시티,2004,22,59.98,"    32,000"
6,11305, 미아동,2017,4,1~10,경남아너스빌(1356-0),2003,17,114.922,"    45,000"
7,11305, 미아동,2017,4,1~10,미아한일유앤아이,2002,14,84.552,"    37,500"
8,11305, 미아동,2017,4,1~10,삼각산아이원,2003,9,84.705,"    41,300"
9,11305, 미아동,2017,4,1~10,이너스내안에,2013,6,66.01,"    31,800"
0,11305, 미아동,2017,5,1~10,꿈의숲롯데캐슬,2017,5,84.98,"    51,833"
1,11305, 미아동,2017,5,1~10,삼성래미안트리베라2단지,2010,11,84.15,"    51,500"
